source_row,recipe,role,action,legacy_path,canonical_legacy_path,mapping_status,reference_label,dss_reference,dataset_name,snapshot_name,dss_subpath,upload_root
1370,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0055_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0055_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0055_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0055_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0055_transformed
1371,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0056_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0056_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0056_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0056_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0056_transformed
1372,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0057_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0057_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0057_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0057_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0057_transformed
1373,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0058_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0058_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0058_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0058_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0058_transformed
1374,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0059_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0059_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0059_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0059_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0059_transformed
1375,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0060_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0060_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0060_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0060_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0060_transformed
1376,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0061_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0061_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0061_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0061_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0061_transformed
1377,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0062_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0062_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0062_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0062_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0062_transformed
1378,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0063_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0063_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0063_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0063_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0063_transformed
1379,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0064_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0064_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0064_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0064_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0064_transformed
1380,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0065_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0065_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0065_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0065_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0065_transformed
1381,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0066_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0066_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0066_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0066_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0066_transformed
1382,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0067_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0067_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0067_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0067_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0067_transformed
1383,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0068_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0068_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0068_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0068_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0068_transformed
1384,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0069_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0069_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0069_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0069_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0069_transformed
